Id,VIN,Model,MSRP,CreateDate
13791,WP0AA2A97FS106761,2015 Porsche 911 Carrera,99680,2017-08-21 16:01:19.160000000
13792,WP0AA2A95ES107843,2014 Porsche 911 Carrera,102020,2017-08-21 17:03:45.683000000
13793,WP1AB29P64LA70826,2004 Porsche Cayenne S,68470,2017-08-21 17:20:06.953000000
13794,WP0AB29973S685196,2003 Porsche 911 Turbo Coupe,120800,2017-08-21 17:39:16.690000000
13795,WP1AD2A25HLA81400,2017 Porsche Cayenne GTS,113745,2017-08-21 18:42:28.877000000
13796,WP1AC2A26BLA82209,2011 Porsche Cayenne Turbo E2,129925,2017-08-21 19:17:16.440000000
13797,WP1AB2A55HLB20163,2017 Porsche Macan S,61570,2017-08-21 20:11:11.977000000
13798,WP1AD2A28DLA75276,2013 Porsche Cayenne GTS,100465,2017-08-21 20:14:49.460000000
13799,WP0AB2A95BS720201,2011 Porsche Carrera S Coupe,110095,2017-08-21 20:26:58.963000000
13800,WP0AB2A8XAU780209,2010 Porsche Cayman S,77940,2017-08-21 20:50:16.770000000
13801,WP0AB2A98CS120886,2012 Porsche The new 911 Carrera S,119920,2017-08-21 22:37:18.107000000
13802,WP0AB29909S721237,2009 Porsche Carrera S Coupe,102600,2017-08-21 22:38:18.997000000
13803,WP0CB29915S675193,2005 Porsche 911 Turbo S Cabriolet,146700,2017-08-21 22:56:25.910000000
13804,WP0AB299X9S720774,2009 Porsche Carrera 4S Coupe,112135,2017-08-21 23:52:50.073000000
13805,WP0AB29958S732216,2008 Porsche Carrera 4S Coupe,103615,2017-08-21 23:54:03.653000000
13806,WP0AB29946S744029,2006 Porsche Carrera S Coupe,93965,2017-08-22 00:00:37.560000000
13807,WP0AB2A95BS721106,2011 Porsche 911 Carrera 4S,111335,2017-08-22 00:22:26.570000000
13808,WP0AA2A84EK170665,2014 Porsche Cayman,65965,2017-08-22 00:51:45.393000000
13809,WP0AB29898U780068,2008 Porsche Cayman S,63375,2017-08-22 01:07:48.697000000
13810,WP0AB298X6U783977,2006 Porsche Cayman S,62250,2017-08-22 01:10:32.917000000
13811,WP0AB29826U781317,2006 Porsche Cayman S,65490,2017-08-22 01:15:21.073000000
13812,WP0AB2A82EK190460,2014 Porsche Cayman S,83520,2017-08-22 01:17:22.403000000
13813,WP0AB29818U783286,2008 Porsche Cayman S Sport,76525,2017-08-22 01:26:10.640000000
13814,WP0AB29858U782125,2008 Porsche Cayman S,69735,2017-08-22 01:27:52.703000000
13815,WP0AC2A88GK192388,2016 Porsche Cayman GT4,113425,2017-08-22 01:38:31.053000000
13816,WP0CA2A82ES121005,2014 Porsche Boxster,64310,2017-08-22 02:09:30.487000000
13817,WP0CA2A82DS112593,2013 Porsche Boxster,64995,2017-08-22 02:55:41.767000000
13818,WP0AA2A96GS106624,2016 Porsche 911 Carrera,95445,2017-08-22 12:07:39.790000000
13819,WP0AA2A95GS106534,2016 Porsche 911 Carrera,107185,2017-08-22 12:10:02.667000000
13820,WP0AA29965S715925,2005 Porsche Carrera Coupe,76615,2017-08-22 12:33:16.560000000
13821,WP1AF2A59FLB48386,2015 Porsche Macan Turbo,80625,2017-08-22 13:28:02.687000000
13822,WP1AF2A5XGLB94231,2016 Porsche Macan Turbo,86615,2017-08-22 13:28:53.813000000
13823,WP1AG2A50HLB54772,2017 Porsche Macan GTS,77090,2017-08-22 13:30:26.080000000
13824,WP1AB2A25CLA49397,2012 Porsche Cayenne S,103070,2017-08-22 14:41:41.807000000
13825,WP0CD29978S788192,2008 Porsche 911 Turbo Cabriolet,148785,2017-08-22 15:52:45.883000000
13826,WP0AC29935S692081,2005 Porsche 911 GT3,105315,2017-08-22 16:19:24.190000000
13827,WP0CD29938S788996,2008 Porsche 911 Turbo Cabriolet,152945,2017-08-22 17:15:38.620000000
13828,WP0AB2A85FK183441,2015 Porsche Cayman S,83565,2017-08-22 17:48:09.193000000
13829,WP1AG2A59HLB55497,2017 Porsche Macan GTS,81220,2017-08-22 18:40:36.480000000
13830,WP0AF2A92GS192337,2016 Porsche 911 GT3 RS,214880,2017-08-22 18:49:13.970000000
13831,WP0AA2A7XBL018225,2011 Porsche Panamera,90130,2017-08-22 18:50:07.957000000
13832,WP1AC2A23FLA80536,2015 Porsche Cayenne Turbo,120825,2017-08-22 19:17:09.280000000
13833,WP0AB29888U781034,2008 Porsche Cayman S,65580,2017-08-22 19:18:59.607000000
13834,WP0CB2A97BS754312,2011 Porsche Carrera S Cabriolet,115590,2017-08-22 19:43:48.960000000
13835,WP0CB2A96BS755161,2011 Porsche Carrera S Cabriolet,112470,2017-08-22 20:33:57.683000000
13836,WP1AA2A21GLA00979,2016 Porsche Cayenne,65645,2017-08-22 22:07:14.420000000
13837,WP1AD2A23GLA71446,2016 Porsche Cayenne GTS,105525,2017-08-22 22:10:17.797000000
13838,WP1AD2A23GLA75190,2016 Porsche Cayenne GTS,109095,2017-08-22 22:11:08.593000000
13839,WP0AB2A92DS123204,2013 Porsche 911 Carrera S,117250,2017-08-22 22:40:02.447000000
13840,WP1AC2A27DLA91889,2013 Porsche Cayenne Turbo E2,117770,2017-08-22 22:43:03.823000000
13841,WP0AB2A93AS720907,2010 Porsche Carrera 4S Coupe,115510,2017-08-23 01:21:54.637000000
13842,WP0AB29952S687141,2002 Porsche 911 Turbo Coupe,142710,2017-08-23 02:10:46.350000000
13843,WP0AB29926S740593,2006 Porsche Carrera S Coupe,93470,2017-08-23 03:03:21.027000000
13844,WP0AB29986S742140,2006 Porsche Carrera S Coupe,94695,2017-08-23 04:35:16.960000000
13845,WP0CB29996S766911,2006 Porsche Carrera C4S Cabriolet,116990,2017-08-23 04:54:22.513000000
13846,WP1AF2A59HLB61450,2017 Porsche Macan Turbo,89635,2017-08-23 05:36:18.700000000
13847,WP1AG2A51JLB60411,2018 Porsche Macan GTS,83390,2017-08-23 05:38:45.907000000
13848,WP1AB2A59JLB30734,2018 Porsche Macan S,68580,2017-08-23 05:43:01.890000000
13849,WP1AC29P06LA90747,2006 Porsche Cayenne Turbo,97410,2017-08-23 08:32:26.103000000
13850,WP0AB29968S730409,2008 Porsche Carrera 4S Coupe,105150,2017-08-23 08:40:12.167000000
13851,WP0AB2A90HS123367,2017 Porsche 911 Carrera 4S,153265,2017-08-23 12:18:53.530000000
13852,WP0AB2A95HS124062,2017 Porsche 911 Carrera 4S,134370,2017-08-23 12:20:04.860000000
13853,WP0AB2A91HS124043,2017 Porsche 911 Carrera 4S,138650,2017-08-23 12:20:43.500000000
13854,WP0AB2A91HS123281,2017 Porsche 911 Carrera 4S,142615,2017-08-23 12:21:34.313000000
13855,WP0CA298X8U711353,2008 Porsche Boxster,57955,2017-08-23 14:01:13.243000000
13856,WP1AB29P28LA30863,2008 Porsche Cayenne S,74145,2017-08-23 14:05:16.540000000
13857,WP0AA2A83BU761151,2011 Porsche Cayman,58320,2017-08-23 14:50:33.040000000
13858,WP0AA29807U761474,2007 Porsche Cayman,52995,2017-08-23 14:52:18.243000000
13859,WP0AA29807U762415,2007 Porsche Cayman,55375,2017-08-23 14:55:58.993000000
13860,WP0AA2A92ES106780,2014 Porsche 911 Carrera,93525,2017-08-23 15:09:43.143000000
13861,WP0CB2A8XJS228195,2018 Porsche 718 Boxster S,84700,2017-08-23 16:06:35.213000000
13862,WP1AB2A27ELA56726,2014 Porsche Cayenne S,82480,2017-08-23 16:07:57.837000000
13863,WP0AC29927S792630,2007 Porsche 911 GT3 RS,136555,2017-08-23 16:26:16.867000000
13864,WP0AC299X7S793069,2007 Porsche 911 GT3 RS,123590,2017-08-23 16:28:16.863000000
13865,WP0AB29965S740398,2005 Porsche Carrera S Coupe,99300,2017-08-23 16:39:18.540000000
13866,WP1AA29P29LA08754,2009 Porsche Cayenne Tiptronic,57400,2017-08-23 16:40:28.587000000
13867,WP0AB29817U780645,2007 Porsche Cayman S,66195,2017-08-23 17:20:25.933000000
13868,WP0AC2A77DL090383,2013 Porsche Panamera Turbo,154005,2017-08-23 18:35:08.370000000
13869,WP0CB2A87ES141196,2014 Porsche Boxster S,78800,2017-08-23 19:14:19.220000000
13870,WP1AD2A22DLA77024,2013 Porsche Cayenne GTS,99810,2017-08-23 19:25:44.847000000
13871,WP1AD2A26GLA71568,2016 Porsche Cayenne GTS,109220,2017-08-23 19:26:50.060000000
13872,WP0AA2A82CU760123,2012 Porsche Cayman,65345,2017-08-23 19:33:15.873000000
13873,WP0AB29826U780880,2006 Porsche Cayman S,67150,2017-08-23 19:55:00.737000000
13874,WP0AB29898U780992,2008 Porsche Cayman S,65605,2017-08-23 20:15:22.980000000
13875,WP0AB29816U784287,2006 Porsche Cayman S,73470,2017-08-23 20:18:52.770000000
13876,WP0AB29929S720994,2009 Porsche Carrera S Coupe,98535,2017-08-23 20:37:24.273000000
13877,WP0AB2A96CS121762,2012 Porsche The new 911 Carrera S,113235,2017-08-23 21:29:33.510000000
13878,WP1AG2A58HLB50016,2017 Porsche Macan GTS,89070,2017-08-23 22:04:38.267000000
13879,WP0AC2A96FS183695,2015 Porsche 911 GT3,148705,2017-08-23 22:19:53.243000000
13880,WP1AG2A52HLB51629,2017 Porsche Macan GTS,78630,2017-08-23 22:36:40.123000000
13881,WP0AB29932S686621,2002 Porsche 911 Turbo Coupe,123430,2017-08-23 22:37:50.377000000
13882,WP0AC2A88GK192486,2016 Porsche Cayman GT4,95145,2017-08-23 22:54:07.940000000
13883,WP0AA29912S623732,2002 Porsche Carrera 4S Coupe,87030,2017-08-23 23:15:12.827000000
13884,WP0AB2A90ES120707,2014 Porsche 911 Carrera S,115050,2017-08-23 23:36:02.170000000
13885,WP0AC2A76FL070368,2015 Porsche Panamera Turbo,154055,2017-08-23 23:43:53.487000000
13886,WP1AC29P18LA82112,2008 Porsche Cayenne Turbo,100080,2017-08-23 23:50:54.800000000
13887,WP0AB2A98GS122594,2016 Porsche 911 Carrera 4S,133655,2017-08-24 00:16:39
13888,WP0AB2A91BS720308,2011 Porsche Carrera S Coupe,103005,2017-08-24 00:21:58.933000000
13889,WP0AB2A96DS120600,2013 Porsche The new 911 Carrera S,119065,2017-08-24 00:57:27.660000000
13890,WP0AB2A96BS721230,2011 Porsche Carrera 4S Coupe,99625,2017-08-24 01:03:34.110000000
13891,WP1AC2A20DLA92236,2013 Porsche Cayenne Turbo E2,135265,2017-08-24 01:17:42.400000000
13892,WP0CA2A81DS113704,2013 Porsche Boxster,59300,2017-08-24 02:52:53.720000000
13893,WP0CA2A8XDS114737,2013 Porsche Boxster,57350,2017-08-24 02:59:10.100000000
13894,WP0CA2A86DK112306,2013 Porsche Boxster,66405,2017-08-24 03:00:11.867000000
13895,WP0CA2A82DS112108,2013 Porsche Boxster,60380,2017-08-24 03:16:30.287000000
13896,WP0CA2A88DS114168,2013 Porsche Boxster,57675,2017-08-24 03:22:09.057000000
13897,WP0CA2A80DK112124,2013 Porsche Boxster,65545,2017-08-24 03:27:03.450000000
13898,WP0CB2A86DS130155,2013 Porsche Boxster S,79250,2017-08-24 03:35:00.690000000
13899,WP0CA2A82ES121666,2014 Porsche Boxster,65450,2017-08-24 03:37:53.397000000
13900,WP0CA2A8XEK120619,2014 Porsche Boxster,68865,2017-08-24 03:38:32.130000000
13901,WP0CB2A88FS140818,2015 Porsche Boxster S,79870,2017-08-24 04:09:21.497000000
13902,WP0CA2A85DS112703,2013 Porsche Boxster,59280,2017-08-24 04:17:41.190000000
13903,WP0CA2A82ES120145,2014 Porsche Boxster,56965,2017-08-24 04:18:53.207000000
13904,WP0CA2A89DS114163,2013 Porsche Boxster,66950,2017-08-24 04:20:47.253000000
13905,WP0CA2A8XDS113863,2013 Porsche Boxster,59380,2017-08-24 04:22:35.490000000
13906,WP1AD2A29GLA76652,2016 Porsche Cayenne GTS,118735,2017-08-24 04:39:53.123000000
13907,WP0AB29936S740618,2006 Porsche Carrera S Coupe,85360,2017-08-24 06:24:37.750000000
13908,WP0AB29938S732005,2008 Porsche Carrera S Coupe,89925,2017-08-24 06:29:49.157000000
13909,WP0AB29926S740691,2006 Porsche Carrera S Coupe,92400,2017-08-24 06:31:50.987000000
13910,WP0AB299X8S732244,2008 Porsche Carrera S Coupe,92900,2017-08-24 07:17:02.083000000
13911,WP0AA29926S716717,2006 Porsche Carrera Coupe,81530,2017-08-24 07:26:46.963000000
13912,WP0AA29967S710226,2007 Porsche Carrera Coupe,82175,2017-08-24 07:27:43.527000000
13913,WP0AA29947S710094,2007 Porsche Carrera Coupe,92275,2017-08-24 07:40:21.467000000
13914,WP0AA29967S710274,2007 Porsche Carrera Coupe,80745,2017-08-24 07:41:33.090000000
13915,WP0CB29861U663482,2001 Porsche Boxster S,82724,2017-08-24 12:14:57.963000000
13916,WP0AA2A92DS107989,2013 Porsche The new 911 Carrera,92200,2017-08-24 12:17:57.330000000
13917,WP1AF2A56FLB90255,2015 Porsche Macan Turbo,84405,2017-08-24 12:49:27.850000000
13918,WP0AA2A99BS706174,2011 Porsche Carrera Coupe,89055,2017-08-24 12:59:41.250000000
13919,WP0CB2A9XBS754773,2011 Porsche Carrera S Cabriolet,123375,2017-08-24 13:01:04.683000000
13920,WP0CD29958S788921,2008 Porsche 911 Turbo Cabriolet,149255,2017-08-24 14:03:36.637000000
13921,WP0CB2A85CS730115,2012 Porsche Boxster S,75125,2017-08-24 14:51:48.240000000
13922,WP0AB29903S686898,2003 Porsche 911 Turbo Coupe,120935,2017-08-24 15:17:13.980000000
13923,WP0CB2A87ES140999,2014 Porsche Boxster S,71845,2017-08-24 16:29:36.180000000
13924,WP0CB2A82DS132873,2013 Porsche Boxster S,73435,2017-08-24 16:31:25.307000000
13925,WP0CB2A85DK132236,2013 Porsche Boxster S,72880,2017-08-24 16:32:22.213000000
13926,WP0CB2A87DS132125,2013 Porsche Boxster S,78295,2017-08-24 16:33:36.930000000
13927,WP0CB2A83DS132963,2013 Porsche Boxster S,67125,2017-08-24 16:37:08.570000000
13928,WP0CB2A85ES140807,2014 Porsche Boxster S,76420,2017-08-24 16:43:52.777000000
13929,WP0CB2A89ES140552,2014 Porsche Boxster S,73360,2017-08-24 16:50:12.700000000
13930,WP0AB29806U781090,2006 Porsche Cayman S,66955,2017-08-24 17:48:37.300000000
13931,WP0CD29988S708236,2008 Porsche 911 Turbo Cabriolet,155395,2017-08-24 18:17:07.457000000
13932,WP0AC2A92FS183709,2015 Porsche 911 GT3,140545,2017-08-24 19:40:22.043000000
13933,WP0AA2A94ES106909,2014 Porsche 911 Carrera,104940,2017-08-24 19:43:26.190000000
13934,WP0AB2A93FS125420,2015 Porsche 911 Carrera GTS,139550,2017-08-24 21:09:52.230000000
13935,WP0AB29916S741752,2006 Porsche Carrera S Coupe,96235,2017-08-24 22:05:08.660000000
13936,WP0AB29996S740669,2006 Porsche Carrera S Coupe,94325,2017-08-24 22:14:33.553000000
13937,WP0AB2A91FS124640,2015 Porsche 911 Carrera GTS,135585,2017-08-24 22:18:56.680000000
13938,WP1AC2A25BLA86333,2011 Porsche Cayenne Turbo E2,121770,2017-08-25 00:09:57.727000000
13939,WP0AC2A7XCL090019,2012 Porsche Panamera Turbo S,177580,2017-08-25 01:40:18.090000000
13940,WP0AA29935S716546,2005 Porsche Carrera Coupe,83865,2017-08-25 02:29:50.380000000
13941,WP0AB29915S740244,2005 Porsche Carrera S Coupe,99300,2017-08-25 02:39:37.167000000
13942,WP0AB29976S742520,2006 Porsche Carrera S Coupe,88105,2017-08-25 02:54:28.720000000
13943,WP0CA2A84FS120987,2015 Porsche Boxster,57485,2017-08-25 03:08:58.897000000
13944,WP0CA2A8XDS112079,2013 Porsche Boxster,62085,2017-08-25 03:09:15.770000000
13945,WP0CD2A9XBS773317,2011 Porsche 911 Turbo S Cabriolet,184955,2017-08-25 03:15:20.117000000
13946,WP0AD2A95CS766106,2012 Porsche 911 Turbo S,161410,2017-08-25 03:26:40.073000000
13947,WP1AB2A22DLA85856,2013 Porsche Cayenne S E2 I,77875,2017-08-25 06:07:02.190000000
13948,WP1AA2A23ELA00687,2014 Porsche Cayenne Tiptronic,65765,2017-08-25 06:23:45.660000000
13949,WP0CD2A94AS773330,2010 Porsche 911 Turbo Cabriolet,162905,2017-08-25 11:52:36.900000000
13950,WP0AA29944S621363,2004 Porsche 911 Carrera Coupe,81945,2017-08-25 12:15:15.110000000
13951,WP1AA2A22HKA82146,2017 Porsche Cayenne Platinum Edition,74535,2017-08-25 13:45:49.850000000
13952,WP1AA2A25HKA85509,2017 Porsche Cayenne Platinum Edition,75975,2017-08-25 13:46:51.257000000
13953,WP0AA2A90DS107294,2013 Porsche 911 Carrera 4,112725,2017-08-25 14:11:54.773000000
13954,WP0AC2A71AL091878,2010 Porsche Panamera Turbo,165275,2017-08-25 15:01:18.917000000
13955,WP1AG2A51JLB60053,2018 Porsche Macan GTS,84090,2017-08-25 16:12:38.167000000
13956,WP0CD29938S708497,2008 Porsche 911 Turbo Cabriolet,155615,2017-08-25 16:20:38.823000000
13957,WP0AB2A94HS122125,2017 Porsche 911 Carrera S,117005,2017-08-25 16:28:49.417000000
13958,WP0AD2A74GL041062,2016 Porsche Panamera S E-Hybrid,108375,2017-08-25 17:27:20.217000000
13959,WP0AD2A78FL041421,2015 Porsche Panamera S E-Hybrid,112495,2017-08-25 17:32:11.263000000
13960,WP0AD2A72GL040752,2016 Porsche Panamera S E-Hybrid,108885,2017-08-25 17:47:48.700000000
13961,WP1AC2A28CLA83895,2012 Porsche Cayenne Turbo E2,115695,2017-08-25 18:33:03.373000000
13962,WP1AC2A24CLA80332,2012 Porsche Cayenne Turbo E2,127650,2017-08-25 18:39:00.267000000
13963,WP0AA29954S622814,2004 Porsche Carrera 4S Coupe,92915,2017-08-25 18:39:25.060000000
13964,WP1AC2A26BLA85899,2011 Porsche Cayenne Turbo E2,119480,2017-08-25 18:40:22.203000000
13965,WP1AC2A23BLA87495,2011 Porsche Cayenne Turbo E2,118085,2017-08-25 18:41:10.157000000
13966,WP0AB29965S740529,2005 Porsche Carrera S Coupe,82890,2017-08-25 19:19:21.767000000
13967,WP0AD2A72GL040198,2016 Porsche Panamera S E-Hybrid,104060,2017-08-25 20:04:49.027000000
13968,WP0AB29826U781267,2006 Porsche Cayman S,73560,2017-08-25 20:20:35.617000000
13969,WP0AB29922S696217,2002 Porsche 911 GT2,183445,2017-08-25 20:43:51.227000000
13970,WP0AD29979S766556,2009 Porsche 911 Turbo Coupe,136740,2017-08-25 21:26:39.270000000
13971,WP0AA29922S623898,2002 Porsche Carrera 4S Coupe,93155,2017-08-25 22:22:38.550000000
13972,WP0AB2A97BS720409,2011 Porsche Carrera 4S Coupe,115780,2017-08-25 23:19:12.313000000
13973,WP0AA2A95CS106656,2012 Porsche The new 911 Carrera,92805,2017-08-25 23:47:52.100000000
13974,WP0AD2A75EL044856,2014 Porsche Panamera S E-Hybrid,111750,2017-08-26 00:04:28.260000000
13975,WP0AB2A93HS123010,2017 Porsche 911 Carrera S,128195,2017-08-26 00:31:24.283000000
13976,WP0AC2A91FS183510,2015 Porsche 911 GT3,157915,2017-08-26 00:47:36.413000000
13977,WP0AA2A97HS107914,2017 Porsche 911 Carrera,112430,2017-08-26 00:50:41.910000000
13978,WP1AC2A27CLA82415,2012 Porsche Cayenne Turbo,119195,2017-08-26 01:32:30.380000000
13979,WP0AA2A94DS106245,2013 Porsche 911 Carrera,97215,2017-08-26 01:42:26.247000000
13980,WP0AD2A75GL040440,2016 Porsche Panamera S E-Hybrid,106885,2017-08-26 02:15:00.520000000
13981,WP0AD2A78GL040870,2016 Porsche Panamera S E-Hybrid,104220,2017-08-26 02:27:51.760000000
13982,WP0AD2A70GL041110,2016 Porsche Panamera S E-Hybrid,108015,2017-08-26 02:36:27.117000000
13983,WP0AD2A74GL040378,2016 Porsche Panamera S E-Hybrid,106880,2017-08-26 02:38:17.803000000
13984,WP0AC2A73CL091173,2012 Porsche Panamera Turbo S,184935,2017-08-26 02:59:29.090000000
13985,WP0CB29939S756265,2009 Porsche Carrera C4S Cabriolet,116990,2017-08-26 04:09:13.067000000
13986,WP0CB2A90CS754637,2012 Porsche Carrera C4S Cabriolet,139370,2017-08-26 04:21:20.893000000
13987,WP0CB29929S755768,2009 Porsche Carrera C4S Cabriolet,116770,2017-08-26 04:25:17.427000000
13988,WP0AB2A99AS720457,2010 Porsche Carrera 4S Coupe,109710,2017-08-26 09:52:00.673000000
13989,WP0BB29917S755561,2007 Porsche Targa 4S,107985,2017-08-26 09:56:56.843000000
13990,WP0AD2A9XFS160403,2015 Porsche 911 Turbo S,211515,2017-08-26 12:37:00.977000000
13991,WP0AA29989S707203,2009 Porsche Carrera Coupe,88330,2017-08-26 13:37:32.433000000
13992,WP0AE2A91BS778104,2011 Porsche 911 GT2 RS,260630,2017-08-26 16:00:00.770000000
13993,WP0AB2A86FK183237,2015 Porsche Cayman GTS,91750,2017-08-26 16:46:09.590000000
13994,WP0AB2A86FK181701,2015 Porsche Cayman GTS,91040,2017-08-26 16:49:25.577000000
13995,WP0AB2A87FK182789,2015 Porsche Cayman GTS,81315,2017-08-26 16:52:44.390000000
13996,WP0CA29919S740083,2009 Porsche Carrera Cabriolet,99665,2017-08-26 17:19:07.923000000
13997,WP0AA2A84GK170149,2016 Porsche Cayman,69145,2017-08-26 17:24:15.877000000
13998,WP0AB29838U781345,2008 Porsche Cayman S,72145,2017-08-26 20:22:49.900000000
13999,WP0AB2A89FK181322,2015 Porsche Cayman S,82165,2017-08-26 22:26:11.940000000
14000,WP0AD29997S786658,2007 Porsche 911 Turbo Coupe,137895,2017-08-26 23:48:50.273000000
14001,WP0AB2A90DS122343,2013 Porsche 911 Carrera S,128965,2017-08-27 01:47:38.327000000
14002,WP0AA2A98DS107785,2013 Porsche The new 911 Carrera,92665,2017-08-27 02:03:23.547000000
14003,WP1AB2A50FLB68294,2015 Porsche Macan S,66795,2017-08-27 05:55:15.210000000
14004,WP1AB2A52GLB56195,2016 Porsche Macan S,63035,2017-08-27 05:58:17.927000000
14005,WP1AB2A50GLB52985,2016 Porsche Macan S,56220,2017-08-27 05:59:11.427000000
14006,WP1AF2A5XFLB96494,2015 Porsche Macan Turbo,91035,2017-08-27 06:25:15.673000000
14007,WP1AB2A53FLB50193,2015 Porsche Macan S,66720,2017-08-27 06:52:22.600000000
14008,WP0CB29909S754683,2009 Porsche Carrera S Cabriolet,107005,2017-08-27 10:16:27.860000000
14009,WP1AF2A2XFLA30496,2015 Porsche Cayenne Diesel,72700,2017-08-27 15:40:37.770000000
14010,WP0CB2A99HS156120,2017 Porsche 911 Carrera GTS Cabriolet,151565,2017-08-27 16:16:19.023000000
14011,WP0AB29982S686632,2002 Porsche 911 Turbo Coupe,124350,2017-08-27 17:49:18.560000000
14012,WP0AB29973S687093,2003 Porsche 911 Turbo Coupe,119595,2017-08-27 17:50:21.107000000
14013,WP1AG2A55HLB56405,2017 Porsche Macan GTS,80590,2017-08-27 19:05:08.123000000
14014,WP1AG2A53HLB55219,2017 Porsche Macan GTS,85210,2017-08-27 19:10:29.873000000
14015,WP1AG2A53HLB55396,2017 Porsche Macan GTS,86475,2017-08-27 19:18:13.450000000
14016,WP1AG2A59HLB56648,2017 Porsche Macan GTS,89155,2017-08-27 19:19:26.013000000
14017,WP1AG2A53HLB54944,2017 Porsche Macan GTS,85065,2017-08-27 19:21:16.060000000
14018,WP0CB29995S675300,2005 Porsche 911 Turbo S Cabriolet,147225,2017-08-27 20:25:24.357000000
14019,WP0CB29964S675494,2004 Porsche 911 Turbo Cabriolet,135705,2017-08-27 20:36:20.903000000
14020,WP0AC2A75CL090042,2012 Porsche Panamera Turbo S,196430,2017-08-27 21:15:51.340000000
14021,WP0AA2A71BL011129,2011 Porsche Panamera 4,88435,2017-08-28 01:04:28.437000000
14022,WP0AD2A99ES166496,2014 Porsche 911 Turbo S,195725,2017-08-28 01:06:41.623000000
14023,WP0CB2A92AS754569,2010 Porsche Carrera C4S Cabriolet,115380,2017-08-28 01:24:02.293000000
14024,WP0CB2A91AS754434,2010 Porsche Carrera C4S Cabriolet,116225,2017-08-28 01:31:44.340000000
14025,WP0AB29968S730605,2008 Porsche Carrera 4S Coupe,100620,2017-08-28 01:35:12.590000000
14026,WP0AA2A98DS108144,2013 Porsche 911 Carrera,95935,2017-08-28 01:44:35.623000000
14027,WP0CA2A81ES121772,2014 Porsche Boxster,70235,2017-08-28 01:59:26.310000000
14028,WP1AG2A54HLB51826,2017 Porsche Macan GTS,78620,2017-08-28 02:17:37.873000000
14029,WP1AF2A5XGLB94505,2016 Porsche Macan Turbo,102045,2017-08-28 02:40:27.793000000
14030,WP1AF2A59HLB60881,2017 Porsche Macan Turbo,90810,2017-08-28 02:46:33.557000000
14031,WP1AG2A51HLB50522,2017 Porsche Macan GTS,84075,2017-08-28 02:50:49.947000000
14032,WP1AD2A27GLA71241,2016 Porsche Cayenne GTS,123600,2017-08-28 03:48:22.907000000
14033,WP1AD2A22HLA81581,2017 Porsche Cayenne GTS,118370,2017-08-28 03:50:34.500000000
14034,WP1AF2A59GLB90140,2016 Porsche Macan Turbo,95140,2017-08-28 04:29:36.047000000
14035,WP1AG2A54HLB50658,2017 Porsche Macan GTS,80760,2017-08-28 04:44:22.137000000
14036,WP1AC29P54LA92510,2004 Porsche Cayenne Turbo,94675,2017-08-28 04:51:02.447000000
14037,WP1AC2A25BLA82573,2011 Porsche Cayenne Turbo E2,114240,2017-08-28 05:00:50.113000000
14038,WP1AG2A52HLB53882,2017 Porsche Macan GTS,79840,2017-08-28 05:25:46.777000000
14039,WP1AG2A57HLB51058,2017 Porsche Macan GTS,89115,2017-08-28 15:08:37.910000000
14040,WP0AC2A76BL090503,2011 Porsche Panamera Turbo,144845,2017-08-28 15:41:30.643000000
14041,WP0AC2A71BL090781,2011 Porsche Panamera Turbo,158645,2017-08-28 15:42:25.770000000
14042,WP0AC2A70AL090723,2010 Porsche Panamera Turbo,150820,2017-08-28 15:44:55.440000000
14043,WP0AB2A92FS110343,2015 Porsche 911 Carrera S,129315,2017-08-28 18:07:16.060000000
14044,WP1AC29P04LA91944,2004 Porsche Cayenne Turbo,96805,2017-08-28 23:58:52.483000000
14045,WP1AC2A25CLA80372,2012 Porsche Cayenne Turbo E2,147230,2017-08-29 00:25:25.640000000
14046,WP0AA29807U763077,2007 Porsche Cayman,54955,2017-08-29 02:53:56.187000000
14047,WP0AA29979S707225,2009 Porsche Carrera Coupe,85905,2017-08-29 02:56:12
14048,WP0AD29998S783275,2008 Porsche 911 Turbo Coupe,138750,2017-08-29 03:00:15.577000000
14049,WP0CB2A82FS140247,2015 Porsche Boxster S,78045,2017-08-29 03:49:30.077000000
14050,WP1AC2A28BLA84463,2011 Porsche Cayenne Turbo E2,128705,2017-08-29 04:02:00.890000000
14051,WP0AA29961S623093,2001 Porsche 911 Carrera Coupe,77345,2017-08-29 06:00:09.983000000
14052,WP0AC2A83GK197269,2016 Porsche Cayman GT4,99265,2017-08-29 06:37:59.920000000
14053,WP0AB2A98DS121568,2013 Porsche 911 Carrera 4S,128205,2017-08-29 11:28:58.327000000
14054,WP0AB2A96FS124455,2015 Porsche 911 Carrera S,114620,2017-08-29 12:27:03.187000000
14055,WP0AB2A96ES120260,2014 Porsche 911 Carrera S,120250,2017-08-29 12:30:30.047000000
14056,WP0AB2A94FS125782,2015 Porsche 911 Carrera S,119275,2017-08-29 12:31:05.577000000
14057,WP0AB2A98GS122496,2016 Porsche 911 Carrera S,113680,2017-08-29 12:34:04.403000000
14058,WP0AB2A98FS124182,2015 Porsche 911 Carrera S,126855,2017-08-29 12:36:06.873000000
14059,WP0AA29945S620120,2005 Porsche Carrera 4S Coupe,89915,2017-08-29 14:08:44.077000000
14060,WP0AB2A85GK185501,2016 Porsche Cayman S,85600,2017-08-29 14:59:24.607000000
